	75
flatiron.n.01:flatiron	14
act.n.04:act	2
sodium.n.01:sodium	7
cage.v.01:cage	1
reclamation.n.01:rehabilitation	5
dip.n.07:dip	4
recess.n.02:recess	5
operational.a.03:operational	2
variability.n.01:variance	6
plug.v.02:plug	2
revolutions_per_minute.n.01:rpm	11
drizzle.n.01:drizzle	33
military.a.03:military	2
scull.n.03:scull	32
event.n.02:event	24
weather.v.01:brave	2
toque.n.01:toque	18
unbalanced.a.01:unbalanced	26
rim.v.03:rim	13
absorb.v.06:absorb	23
mat.n.07:mat	3
oahu.n.01:Oahu	9
jute.n.02:Jute	4
frisbee.n.01:Frisbee	16
batting_order.n.01:lineup	22
then.r.02:then	2
wag.v.01:wag	31
cloud.n.01:cloud	5
trump.v.03:ruff	59
mat.n.02:mat	1
do.v.04:get_along	1
waning.n.01:waning	2
unbroken.a.05:unbroken	1
mercifully.r.01:mercifully	39
bubble.n.01:bubble	8
prognosis.n.01:forecast	1
ebony.n.02:ebony	13
carbon.n.03:carbon	23
footprint.n.01:footprint	13
carton.n.02:carton	4
sodium_carbonate.n.01:washing_soda	7
honolulu.n.01:Honolulu	5
suspiciously.r.01:suspiciously	2
sponginess.n.01:sponginess	40
rate.v.01:rank	23
house_of_cards.n.01:bubble	12
crumble.v.01:collapse	3
invitation.n.01:invitation	1
putz.n.01:putz	37
constrict.v.02:narrow	57
fuchsia.n.01:fuchsia	13
village.n.01:village	6
nod.n.02:nod	1
kingdom.n.06:kingdom	6
monitor.n.06:monitor	3
tapioca.n.01:tapioca	3
gingham.n.01:gingham	24
kitten.v.01:kitten	12
abundance.n.01:abundance	8
nevada.n.01:NV	1
sharpness.n.05:keenness	1
pickett.n.01:Pickett	2
cloud.n.04:cloud	2
vitamin_d.n.01:viosterol	6
escalade.n.01:escalade	11
helsinki.n.01:Helsinki	5
chase.v.01:track	12
bang.n.04:charge	2
free.v.05:free	9
hammertoe.n.01:hammertoe	16
flight.n.09:flight	12
spirit.n.04:spirit	16
notch.n.04:nick	5
carom.n.02:cannon	13
spirit.n.03:spirit	7
sentence.v.01:doom	5
liveliness.n.02:spirit	26
toned.a.02:toned	6
sleep.n.01:slumber	5
em.n.01:em	3
figurative.a.01:figurative	1
formation.n.02:formation	22
property.n.04:attribute	6
hitch.v.01:hitch	10
gouge.n.02:gouge	1
unravel.v.01:unpick	5
inaugural.a.01:inaugural	19
bridge.n.05:bridge	8
techno.n.01:techno	15
crosstalk.n.01:XT	6
boundary.n.02:bound	12
bunco.n.01:sting	1
pharmaceutical.n.01:pharmaceutical	24
britches.n.01:britches	34
oculus_dexter.n.01:OD	11
bind.v.02:tie	12
rouge.n.01:paint	45
gladiolus.n.01:sword_lily	23
chewing_gum.n.01:gum	26
entail.v.01:imply	7
paintball.n.01:paintball	8
conversely.r.01:conversely	5
mistreat.v.01:mistreat	19
truly.r.01:genuinely	29
grow.v.08:grow	32
comparable.s.02:like	52
fourteen.n.01:14	30
wall.v.01:wall	2
gal.n.03:gal	3
tod.n.01:tod	59
stretcher.n.03:stretcher	2
inexplicable.a.01:inexplicable	2
television_receiver.n.01:telly	1
grant.n.02:grant	17
fireman.n.01:fireman	4
cub.n.01:rookie	29
test.v.04:test	1
reinvent.v.02:reinvent	3
headman.n.02:chief	5
peace.n.05:peace	8
terribly.r.02:terribly	16
chicken.n.01:chicken	2
jumper.n.08:jumper	6
stream.v.01:stream	9
lying.n.01:fabrication	3
hostel.n.01:inn	10
wake_up.v.02:awake	2
blend.v.01:intermix	1
periwinkle.n.04:periwinkle	7
unorganized.a.01:unorganized	5
express.v.02:express	19
curtain.n.01:curtain	8
overcome.v.02:overcome	13
lotion.n.02:lotion	61
shampoo.n.02:shampoo	27
grade.n.02:tier	13
range.n.02:range	7
temperamental.a.01:temperamental	7
economy.n.04:economy	10
tout.v.01:tout	1
fob.n.01:watch_pocket	4
fob.n.01:fob	19
puppy_love.n.01:crush	4
leash.n.01:tether	4
tether.v.01:tether	59
wristlet.n.01:wristlet	41
leopard.n.02:leopard	9
key.n.12:key	38
edit.v.04:edit	32
heedful.a.01:thoughtful	1
agreement.n.03:accord	6
spoil.v.02:spoil	19
filigree.n.01:filigree	23
teardrop.n.01:teardrop	2
treaty.n.01:treaty	2
tinker.v.03:tinker	5
hobbyist.n.01:hobbyist	4
suspect.v.01:surmise	3
hologram.n.01:hologram	22
rule.n.01:regulation	11
adult.n.01:grownup	1
stairway.n.01:staircase	4
amazing.s.02:awing	18
judgment.n.01:judgement	1
list.v.03:list	28
australian.a.01:Australian	2
geography.n.01:geography	9
australian.n.02:Australian	4
holographic.a.02:holographic	4
reek.v.04:reek	1
saber_saw.n.01:jigsaw	27
puzzle.n.02:puzzle	7
hamstring.v.02:hamstring	6
waxen.a.01:waxy	13
scientist.n.01:scientist	7
mighty.r.01:mighty	13
pad.n.03:pad	2
orb.v.01:orbit	20
spinal.a.01:spinal	9
twist.v.10:twist	7
bay.n.02:bay	3
carry.v.23:carry	6
hound.n.01:hound	11
mention.v.01:cite	7
conclude.v.03:resolve	4
premature.a.01:premature	5
enlightening.a.01:informative	12
subject.n.01:topic	2
cognizance.n.02:ken	9
dame.n.01:doll	10
asymmetrical.a.01:asymmetric	7
obscenely.r.01:obscenely	10
button.v.01:button	4
bellow.n.01:bellow	1
coccyx.n.01:coccyx	3
preform.v.01:preform	1
symmetrical.a.01:symmetric	8
linebacker.n.01:linebacker	3
japanese_persimmon.n.01:kaki	6
outright.r.01:outright	3
write.v.05:write	76
musical_composition.n.01:piece	5
filigree.v.01:filigree	6
parade.n.01:parade	33
lincoln.n.01:Lincoln	5
wax.v.01:wax	9
dauber.n.01:dauber	1
loyalist.n.01:loyalist	2
deep.s.02:deep	3
anger.v.02:anger	2
preservation.n.01:preservation	18
kiwi.n.04:kiwi	8
medically.r.01:medically	43
microbe.n.01:bug	13
hit.n.02:hitting	2
readiness.n.01:preparedness	1
disengagement.n.02:pullout	14
establish.v.01:found	107
icebreaker.n.01:icebreaker	7
party_boss.n.01:boss	14
bb.n.01:BB	2
shot.n.02:pellet	13
rifle.n.01:rifle	21
barrel.n.02:barrel	18
scatter.v.03:dust	2
dribble.v.03:dribble	4
spot.n.05:spot	7
army.n.01:regular_army	63
ornamentation.n.03:embellishment	4
absorb.v.05:absorb	108
tray.n.01:tray	1
glide.n.03:gliding	2
landing.n.04:landing	7
vet.v.04:vet	1
arizonan.n.01:Arizonan	16
spat.n.02:gaiter	13
crocodile.n.01:crocodile	19
shovel.n.03:shovel	21
east.n.02:East	7
snowsuit.n.01:snowsuit	4
city.n.02:city	4
nature.n.02:nature	18
ammunition.n.01:ammo	1
binocular.a.01:binocular	1
crossbow.n.01:crossbow	2
hod.n.01:hod	19
pod.n.04:pod	29
rough.a.09:bumpy	15
wilderness.n.04:wilderness	9
butt.n.09:butt	6
cry.n.04:cry	1
ammunition.n.01:ammunition	1
harrier.n.03:harrier	1
flour.v.02:flour	6
range.v.05:range	5
hog.n.03:hog	2
snare_drum.n.01:snare	25
sharpie.n.04:sharpie	1
canteen.n.02:canteen	12
bug.n.03:bug	2
mouse.n.04:mouse	19
unstructured.a.01:unstructured	5
transformer.n.01:transformer	3
archeology.n.01:archaeology	4
mailbag.n.02:mailbag	5
atypical.a.01:atypical	2
horde.n.01:horde	6
curiously.r.01:curiously	3
delegate.n.01:delegate	18
mental_picture.n.01:impression	20
crochet.v.01:crochet	18
southwest.n.01:SW	2
direct.a.05:direct	81
credible.a.01:believable	30
stage_set.n.01:stage_set	38
rhodium.n.01:rhodium	13
jackson.n.06:Jackson	11
lapel.n.01:lapel	4
roar.v.01:roar	9
staining.n.01:staining	4
clyde.n.01:Clyde	7
fame.n.01:fame	11
alexander.n.02:Alexander	49
knot.v.02:knot	5
gravity.n.03:gravity	3
personal_digital_assistant.n.01:PDA	34
fingerless.a.01:fingerless	35
randomly.r.01:randomly	46
strand.n.02:strand	32
kitten.n.01:kitten	1
softness.n.05:softness	8
cautiously.r.01:cautiously	15
dope.n.04:poop	4
explicit.a.01:explicit	6
thirty-fifth.s.01:35th	61
percentile.n.01:percentile	2
forty-fifth.s.01:45th	4
runaway.n.01:blowout	17
terrify.v.01:terrify	17
escape.n.07:leak	1
diaper.n.01:nappy	6
splash.n.01:plash	2
cabana.n.01:cabana	5
stopping_point.n.01:finis	3
bassinet.n.02:bassinet	10
hatchway.n.01:opening	3
whimper.n.01:whine	14
stern.n.01:poop	3
dress.v.16:arrange	6
trace.n.02:trace	10
knitting.n.02:knitting	4
espouse.v.03:embrace	3
magnesium.n.01:magnesium	34
unwrap.v.02:unwrap	19
coating.n.02:finishing	7
snicker.n.01:snicker	4
rewrite.n.01:revision	4
street.n.03:street	1
adventurous.a.01:adventuresome	8
claw.v.04:claw	8
bite.n.01:bite	17
jumble.v.01:jumble	17
tailor.v.01:orient	5
arthritic.n.01:arthritic	4
routine.n.03:function	59
spinal_column.n.01:back	5
direct.a.03:direct	10
respect.v.02:honor	43
choker.n.03:choker	1
silica.n.01:silica	25
garroter.n.01:choker	2
lessor.n.01:lessor	37
clean.a.08:clean	2
trip.n.07:stumble	1
hypothermia.n.01:hypothermia	2
frost.n.01:frost	2
occlusive.a.01:occlusive	1
dental_floss.n.01:floss	2
dirt.n.02:filth	9
backbone.n.02:grit	44
trap.v.04:trap	7
floss.v.01:floss	13
excuse.v.03:excuse	3
roll.v.12:ramble	54
bring_around.v.02:heal	2
passion.n.01:passion	4
articulated.a.01:articulate	2
stub.v.01:stub	6
promotion.n.02:promotion	26
saturday.n.01:Sat	3
crown.n.06:crown	24
wind.n.08:winding	2
decompression.n.01:decompression	2
harp.v.02:harp	4
winder.n.01:winder	2
burl.n.02:burl	4
rock.v.01:shake	29
outrageously.r.02:outrageously	1
unacceptably.r.01:unacceptably	37
response.n.01:response	21
running.a.04:running	6
gripe.n.01:bitch	27
following.a.03:following	10
print.n.05:print	9
machine_politician.n.01:hack	1
impress.v.04:imprint	17
composition.n.08:theme	20
luminosity.n.01:brightness	8
outsize.s.01:oversized	10
cover.n.03:covering	15
feel.v.09:finger	2
cub.n.02:cub	23
give.v.09:give	7
attention.n.06:attention	5
weeds.n.01:weeds	4
assimilation.n.02:absorption	16
urge.v.01:urge	1
reschedule.v.01:reschedule	7
stove.n.01:stove	14
even.r.04:even	4
judge.v.05:try	2
wedge_heel.n.01:wedge_heel	3
stand-in.n.01:substitute	1
gate.n.04:gate	13
atmosphere.n.03:air	14
traveler.n.01:traveller	11
fungus.n.01:fungus	12
impart.v.01:leave	10
spirit.n.01:spirit	15
weightless.a.01:weightless	3
subject.n.02:subject	13
slice.n.01:slice	2
artlessness.n.01:innocence	75
plum.n.03:plum	6
brunet.n.01:brunette	4
carapace.n.01:cuticle	8
come.v.09:come	1
breed.v.02:breed	14
channel.n.01:channel	5
search.n.05:search	1
breathe.v.02:breathe	35
snip.v.02:snip	5
bulge.v.04:bulge	2
trickery.n.01:slickness	3
hail.v.02:hail	9
grain.v.02:grain	4
lunge.n.02:lunge	1
involuntary.a.01:involuntary	28
rug.n.01:rug	24
spin.n.02:spin	25
preferably.r.01:preferably	2
awkwardness.n.01:clumsiness	5
irregularity.n.02:irregularity	74
luster.n.01:luster	38
sigh.n.01:sigh	19
dispute.n.01:difference	3
transfer.v.09:transfer	4
amaretto.n.01:amaretto	14
assistant.n.01:assistant	15
twenty-first.s.01:21st	14
income.n.01:income	5
shiner.n.04:shiner	19
linen.n.01:linen	5
oat.n.01:oat	2
bluefish.n.02:bluefish	2
realtor.n.01:Realtor	8
ampere.n.02:amp	15
mug.v.01:mug	3
upstairs.r.01:upstairs	6
upstairs.n.01:upstairs	4
mileage.n.03:mileage	2
trawler.n.02:dragger	21
bridge.n.04:bridge	5
civilize.v.02:civilize	2
snorkel.n.02:breather	7
professionalism.n.01:professionalism	3
boise.n.01:Boise	5
bank.n.03:bank	10
terminal.n.01:depot	2
chuck.v.01:toss	4
droppings.n.01:droppings	6
deliver.v.08:redeem	68
blink_of_an_eye.n.01:wink	16
reverse.n.03:reverse	30
contact.n.04:contact	1
expectation.n.01:outlook	2
blindly.r.01:blindly	1
pep.n.01:peppiness	64
super.s.02:super	9
ginger.n.03:ginger	17
effortless.a.01:effortless	4
ringer.n.02:ringer	3
protest.v.02:resist	9
pep.n.01:ginger	5
play.v.16:play	2
reef.v.02:reef	29
stack.v.03:stack	1
ginger.n.01:ginger	28
alternate.a.04:alternate	1
aesthetic.n.01:esthetic	11
suffering.n.04:suffering	20
pulp.n.01:mush	5
folk_music.n.01:folk	2
retain.v.03:hold	25
tread.n.03:tread	4
trip.v.04:trigger	2
arithmetical.a.01:arithmetic	2
repress.v.01:subdue	36
crown.n.11:crown	12
paper_clip.n.01:paperclip	1
stopping_point.n.01:finale	20
compensation.n.01:compensation	5
mortal.a.01:mortal	6
hazard.n.01:peril	6
second.n.01:s	11
fad.n.01:cult	5
nickname.n.01:nickname	3
workday.n.01:workday	1
coven.n.01:coven	23
firefly.n.02:firefly	25
commuter.n.01:commuter	5
toyota.n.01:Toyota	1
flamethrower.n.01:flamethrower	2
wholesale.v.01:wholesale	4
japanese.n.01:Japanese	4
patron.n.03:sponsor	4
inflict.v.01:impose	1
premier.s.01:premier	15
pirate.n.02:pirate	11
contribute.v.02:contribute	3
polish.n.02:refinement	3
emit.v.02:emit	6
knight.n.01:knight	5
superior.n.05:Superior	21
shark.n.03:shark	7
samurai.n.02:samurai	7
continuously.r.01:continuously	4
shoot.n.01:shoot	14
consciously.r.01:consciously	6
invasion.n.02:intrusion	2
thoroughly.r.02:soundly	3
villain.n.01:villain	2
derive.v.02:gain	1
apprentice.n.01:apprentice	9
device.n.03:gimmick	7
league.n.02:league	9
magnetize.v.02:magnetize	4
pacific_time.n.01:PST	14
dos.n.02:disk_operating_system	25
base_hit.n.01:safety	26
crack.n.09:go	16
veterinarian.n.01:vet	5
spade.n.02:spade	2
addict.n.01:nut	16
brake.n.01:brake	1
kyoto.n.01:Kyoto	18
pump.v.07:pump	45
liaison.n.02:link	3
indirect.a.02:indirect	1
windowsill.n.01:windowsill	1
battery.n.05:stamp_battery	7
droplet.n.01:droplet	9
cocktail.n.01:cocktail	29
recharge.v.02:recharge	7
overhang.v.02:overhang	64
tint.v.01:tint	2
border.v.05:abut	19
quarrel.v.01:scrap	3
charged.a.01:charged	78
tasteful.a.01:tasteful	2
earned.a.01:earned	2
echo.n.01:echo	1
treated.a.02:treated	1
rough_in.v.01:rough_out	1
sweep.n.04:sweep	23
rome.n.01:Roma	2
basic.s.02:basic	20
caiman.n.01:cayman	16
color.v.01:color_in	3
complication.n.03:complication	2
nuclear.a.03:nuclear	2
physicist.n.01:physicist	15
luminescence.n.01:luminescence	11
sweet.n.04:sweet	8
hamilton.n.06:Hamilton	31
thulium.n.01:Tm	4
local_anesthetic.n.01:local	1
lust.n.02:lust	10
elapse.v.01:elapse	13
friday.n.01:Fri	2
gloat.v.01:crow	9
scant.v.02:skimp	2
read-only_memory.n.01:read-only_memory	6
sequence.n.01:sequence	15
welcome.v.02:welcome	4
endeavor.v.01:strive	1
speedometer.n.01:speedometer	1
surreptitiously.r.01:surreptitiously	6
nit.n.01:nit	1
curie.n.01:curie	11
guidance.n.01:guidance	9
dishearten.v.01:dishearten	62
date.n.02:date	2
english.a.02:English	1
bauhaus.n.01:Bauhaus	2
symmetry.n.02:symmetry	1
service_stripe.n.01:hashmark	9
master.n.09:professional	5
yang.n.01:yang	2
technologically.r.01:technologically	3
blind.s.03:blind	9
tokyo.n.01:Tokyo	1
slowdown.n.01:slowdown	6
depository.n.01:deposit	1
synchronize.v.01:synchronise	29
widely.r.01:widely	12
absent.a.01:absent	17
crown.v.01:crown	9
approach.n.02:coming	13
bake.v.01:bake	11
serve.v.05:serve	7
periodic.a.01:periodic	1
interference.n.04:interference	7
environment.n.02:surroundings	28
slang.n.02:vernacular	5
canvas.v.03:canvas	5
leading.a.03:leading	1
flick.v.02:riff	5
afraid.s.03:afraid	3
curtain.v.01:curtain	9
collar.n.06:collar	12
dress.v.13:dress	5
mutely.r.01:silently	8
admonition.n.01:word_of_advice	5
unblemished.a.01:unblemished	1
forum.n.01:forum	2
faraday.n.01:Faraday	4
hanker.v.01:hanker	20
addict.n.02:addict	11
indicative.a.01:indicative	7
dial.n.03:dial	26
question.n.01:inquiry	15
eyesight.n.01:seeing	8
allowance.n.04:tolerance	7
diver.n.02:diver	7
move.v.02:displace	2
legibility.n.02:legibility	7
collector.n.04:collector	22
dawn.n.01:dawn	129
mitten.n.01:mitten	19
delightfully.r.01:delightfully	3
unclutter.v.01:unclutter	14
drive.n.01:drive	3
nominally.r.01:nominally	22
tritium.n.01:tritium	36
servant.n.01:retainer	2
antic.n.01:antic	5
shun.v.01:eschew	13
ron.n.01:Ron	9
manila.n.01:manila	1
unconsciously.r.01:unconsciously	7
unscrew.v.01:unscrew	14
indentation.n.03:indention	3
tap.v.07:rap	18
relative.n.01:relative	1
moonlight.n.01:moonlight	18
meter.n.04:meter	9
mixture.n.01:mixture	3
henry.n.04:Henry	2
corvette.n.01:corvette	16
dishonor.v.01:shame	1
pawnbroker's_shop.n.01:pawnshop	5
inspire.v.01:animate	2
poi.n.01:poi	22
overbear.v.02:overbear	6
url.n.01:URL	4
qualified.a.02:qualified	2
run.v.06:course	8
blink.n.01:blink	7
interrupt.v.02:disturb	13
swerve.v.01:trend	4
fair.a.04:fair	22
adapter.n.02:adapter	8
murder.n.01:murder	16
flapper.n.01:flapper	7
sorority.n.01:sorority	2
insult.n.02:insult	1
prohibition.n.05:prohibition	7
shimmy.n.03:shimmy	6
attachment.n.06:attachment	14
mechanically.r.01:mechanically	8
workbench.n.01:bench	25
square.n.05:lame	8
back.v.01:endorse	2
lubricated.a.01:greased	11
hold.v.11:contain	3
pawl.n.01:detent	7
delivery.n.01:bringing	4
contract.v.01:contract	3
unthinkable.a.01:unthinkable	7
diagram.n.01:diagram	3
unfriendly.a.02:unfriendly	22
surface.a.01:surface	10
amateur.n.01:amateur	1
aptitude.n.01:aptitude	4
unit.n.05:unit	1
bocce.n.01:bocce	2
fluidity.n.02:fluidity	19
snake.n.05:snake	18
truth.n.03:truth	21
decide.v.03:decide	3
sweetly.r.01:sweet	3
nonstop_flight.n.01:nonstop	59
wolf.n.04:wolf	9
wolf.v.01:wolf	22
concurrence.n.04:conjunction	15
collide.v.03:clash	4
blender.n.01:blender	8
childhood.n.02:childhood	29
clarify.v.01:clarify	7
ex-husband.n.01:ex	23
luck.n.02:hazard	6
unprepared.a.01:unprepared	16
universe.n.01:universe	5
turn.n.12:turn	8
colors.n.01:colors	23
softwood.n.01:softwood	1
one-fifth.n.01:twenty_percent	11
permit.v.01:permit	6
zip_code.n.01:ZIP	4
survivalist.n.01:survivalist	60
surround.v.01:surround	8
foot.v.01:pick	3
study.v.03:study	7
substance.n.01:substance	25
bulldozer.n.01:dozer	3
bay.n.07:bay	1
mystic.n.01:mystic	1
fives.n.01:fives	6
poppy.n.01:poppy	87
model.v.01:pattern	13
go.v.10:go	9
ecuador.n.01:Ecuador	26
fad.n.01:craze	76
coach.n.01:coach	37
barefooted.r.01:barefoot	29
wear.v.02:bear	1
traceable.a.02:traceable	2
stealthily.r.01:stealthily	1
hedge.v.01:evade	1
endeavor.v.01:endeavor	8
addendum.n.01:supplement	1
stamper.n.02:tramper	11
shining.n.01:polishing	2
crumble.v.01:crumble	5
tin.v.03:tin	3
elbow.n.02:elbow	1
lurk.v.01:lurk	1
braid.n.01:tress	1
quark_cheese.n.01:quark	49
encore.n.01:encore	4
streetcar.n.01:trolley	4
deduction.n.02:discount	7
overnighter.n.02:overnighter	41
code.n.02:code	3
dispute.n.01:dispute	3
janitor.n.01:janitor	4
intravenous_feeding.n.01:IV	8
shortness.n.01:shortness	12
shank.n.06:shank	4
exhibition.n.02:expo	9
bloody.a.01:bloody	3
pulp.n.02:pulp	3
universal.n.03:universal	2
modification.n.02:modification	10
shock.n.04:shock	17
louisiana.n.01:Louisiana	1
blind.n.02:blind	7
serve.v.11:process	3
stick.v.12:stick	20
flash.v.01:flash	6
margin.n.02:margin	8
washington.n.04:Washington	4
determination.n.01:determination	35
strangle.v.01:strangle	6
blend.v.03:meld	1
angelus.n.02:Angelus	1
cork.n.04:cork	12
squirrel.n.02:squirrel	35
tangled.a.01:tangled	20
earphone.n.01:earpiece	12
smoke.n.07:smoke	28
temple.n.03:temple	5
marlin.n.01:marlin	2
dressing.n.06:dressing	22
supremely.r.01:supremely	14
raw.n.01:raw	11
roughness.n.01:roughness	3
end.n.02:ending	8
memory.n.03:retention	8
trickery.n.02:wile	7
academy.n.01:academy	53
slant.n.01:angle	2
handily.r.01:handily	11
cycle.v.02:cycle	7
radio.a.01:radio	10
blocker.n.02:blocker	17
polarization.n.01:polarization	13
depress.v.01:dismay	13
repel.v.01:drive	6
focus.n.02:focus	7
supplement.n.02:supplement	3
center.n.07:center	4
block.n.05:block	4
view.v.02:view	10
character.v.01:character	1
twist.v.09:pervert	11
sacking.n.01:bagging	3
frey.n.01:Frey	8
expanded.a.01:expanded	7
madrid.n.01:Madrid	1
implosion_therapy.n.01:flooding	7
cork.v.02:cork	35
tag.n.04:tag	2
stenosis.n.01:stenosis	1
sensitize.v.04:sensitize	4
blissfully.r.01:blissfully	9
brittle.n.01:toffee	4
pounce.v.01:swoop	10
outdo.v.02:scoop	14
porcelain.n.01:porcelain	1
kettle_hole.n.01:kettle	3
withhold.v.02:deduct	7
belize.n.01:Belize	21
redemption.n.03:repurchase	5
reap.v.01:harvest	65
highlight.n.02:highlight	20
mind.v.06:mind	1
nougat.n.01:nougat	10
bare.s.01:nude	8
cleansing_agent.n.01:cleansing_agent	12
jolt.n.01:shock	1
shiner.n.02:shiner	53
basket.n.02:basket	4
dilute.v.01:dilute	3
bowl.n.01:bowl	22
alert.a.01:alert	13
leave.v.08:leave	118
rhombus.n.01:diamond	20
signboard.n.01:sign	6
cancer.n.04:Cancer	5
blemish.n.01:defect	6
reward.n.04:reward	1
dribble.v.03:carry	1
coffin.n.01:casket	1
potholer.n.01:spelunker	7
phial.n.01:vial	7
sealing_wax.n.01:sealing_wax	2
propaganda.n.01:propaganda	7
lapp.n.01:Same	8
utility.n.02:usefulness	1
invasive.a.01:invasive	11
march.v.01:march	8
insignificant.a.04:insignificant	7
twelve.s.01:twelve	2
hydraulic.a.02:hydraulic	8
unsuccessful.a.01:unsuccessful	7
sprinkle.n.02:sprinkle	17
flog.v.01:whip	11
thunderstorm.n.01:thunderstorm	14
collapsible.a.01:collapsible	3
tallahassee.n.01:Tallahassee	5
capital.n.01:capital	28
pour.v.01:pour	1
normandie.n.01:Normandy	29
canopy.n.03:canopy	23
fail.v.01:neglect	3
rinse.v.01:rinse	3
dawn.n.03:dawn	6
burn.v.09:burn	5
horsehair.n.02:horsehair	3
silverware.n.01:silverware	4
trento.n.01:Trent	13
denture.n.01:denture	3
fula.n.02:Ful	21
toxic.a.01:toxic	3
wave.n.04:wave	16
remainder.n.01:residue	3
wave.n.02:wave	10
gleam.n.01:gleam	25
total.v.01:come	12
duct.n.01:channel	3
couple.n.01:duo	5
pepper.n.04:pepper	2
reduce.v.18:concentrate	1
showroom.n.01:showroom	6
dish.n.03:dish	14
mastectomy.n.01:mastectomy	14
reconstruction.n.02:reconstruction	2
vehemence.n.01:emphasis	16
boldface.n.01:boldface	22
content.n.01:content	11
keepsake.n.01:souvenir	2
homeless.n.01:homeless	4
anger.n.01:anger	2
sketch.v.02:sketch	14
inhaler.n.01:inhaler	2
tumbler.n.01:tumbler	4
influence.n.03:influence	6
stretch.n.07:stretchability	3
dainty.n.01:delicacy	9
overfill.v.01:overfill	18
start.v.06:start	2
hideously.r.01:monstrously	15
categorize.v.01:categorize	10
conversion.n.03:conversion	3
deplane.v.01:deplane	25
haystack.n.01:rick	8
companion.n.02:companion	5
couple.v.02:couple	20
nosh.v.01:snack	8
upgrade.n.05:upgrade	13
obstruct.v.01:hinder	6
handiness.n.02:accessibility	8
imposter.n.01:pseudo	2
pagination.n.01:folio	14
barium.n.01:Ba	5
scar.v.01:pock	1
purge.n.03:purge	8
fill.v.02:fill	11
skeletal_system.n.01:frame	6
crisscross.n.01:cross	5
kidnapper.n.01:snatcher	31
up.r.01:upward	18
beg.v.01:pray	4
bose.n.01:Bose	6
clang.v.01:clang	4
barrette.n.01:barrette	7
left-hander.n.02:lefty	2
gossamer.n.01:gossamer	3
doff.v.01:doff	4
cargo.n.01:consignment	3
flim-flam.v.01:fob	44
post.n.01:post	9
alcohol.n.02:alcohol	7
largo.n.01:largo	1
kingston.n.02:Kingston	4
standard_atmosphere.n.01:atmosphere	1
etcetera.n.01:etcetera	31
temple.n.01:temple	7
comedy.n.01:comedy	10
scrape.v.05:scratch	17
falsify.v.01:distort	4
irritant.n.01:irritant	9
beat.v.09:beat	3
fireman.n.04:fireman	9
similarity.n.01:similarity	8
unstuck.a.01:unstuck	31
fiftieth.s.01:50th	1
matchbox.n.01:matchbox	9
open_fire.v.01:fire	8
proceed.v.04:go	45
rabbit.n.01:rabbit	9
topper.n.05:topper	10
show-stopper.n.01:stopper	12
distract.v.01:distract	42
wrinkle.v.02:scrunch	23
renaissance.n.01:Renaissance	4
first.n.01:number_one	8
indistinguishable.a.02:indistinguishable	3
testing.n.01:testing	7
skin.n.01:tegument	19
verify.v.01:verify	39
reaction.n.03:response	3
hex.n.01:jinx	3
prolong.v.01:prolong	45
exceed.v.02:exceed	3
punter.n.02:punter	2
lowering.n.02:lowering	13
issue.n.02:issue	6
end.n.06:end	11
ease.v.01:ease	1
harbinger.n.01:forerunner	5
ant.n.01:pismire	3
hemoglobin.n.01:Hb	5
stereo.n.01:stereo	1
exhaust.v.01:exhaust	4
dissolve.v.02:resolve	7
calorie.n.01:Calorie	4
use.v.03:expend	15
sofa.n.01:couch	12
crunch.v.02:crunch	19
moonstone.n.01:moonstone	4
giant_star.n.01:giant_star	35
circus.n.03:carnival	2
post.v.02:post	6
slingback.n.01:sling	5
stack.v.02:heap	29
udder.n.01:bag	5
sundowner.n.02:sundowner	8
soled.a.01:soled	38
transfer.v.06:change	8
split.n.08:split	23
diggings.n.02:digs	3
standing.n.02:standing	3
london.n.02:London	2
pressure.n.06:pressure	13
scrub.v.01:scour	11
light.n.10:light	10
sing.v.01:sing	18
kernel.n.03:sum	4
decrease.n.01:decrease	7
pronounce.v.02:judge	3
pan.v.03:pan	2
fling.v.01:fling	1
digestive.a.01:digestive	1
tract.n.02:tract	1
faecal.a.01:fecal	1
incontinence.n.01:incontinence	1
palsy.n.02:palsy	4
gown.n.04:scrubs	2
spasticity.n.01:spasticity	20
genius.n.01:genius	7
landau.n.02:landau	13
bit.n.05:bit	9
catherine_of_aragon.n.01:Catherine	6
craftsman.n.02:crafter	3
sketch.n.01:study	4
culinary.a.01:culinary	1
assize.n.02:assize	1
anesthesiology.n.01:anesthesiology	6
explosive_detection_system.n.01:EDS	28
fifteenth.s.01:15th	2
dickey.n.01:dicky-seat	11
scrub.n.02:scrubbing	2
pantaloon.n.03:pantaloon	1
olympian.a.02:Olympian	4
healthcare.n.01:healthcare	2
cripple.n.01:cripple	19
joy.n.02:delight	5
weightlifter.n.01:weightlifter	10
face.n.07:face	156
wayfarer.n.02:wayfarer	21
truthfully.r.01:truthfully	1
eyesight.n.01:sightedness	9
lens.n.03:lens	2
font.n.01:face	17
scope.n.01:scope	8
whine.v.03:creak	3
ocular.a.02:optic	5
throwaway.n.03:throwaway	14
soothe.v.02:soothe	6
perpetrator.n.01:culprit	1
perplex.v.01:bewilder	1
facially.r.01:facially	21
limb.n.01:limb	5
twist.v.09:convolute	1
admission.n.02:admission	1
parcel.v.01:parcel	2
overcast.v.01:overcast	25
salesman.n.01:salesman	26
